Temp,Analysis,ID,preparation,d13C,d13C_sd,d18O,d18O_sd,d18O_outlier,D47,D47_outlier,d47,D47_SD,Temp_SD,param49,param49_sd,type,Specimen
22.7,Kele15,Palagio travertine,NA,2.486,0.083,-5.983,0.131,FALSE,0.6,FALSE,10.202,0.099,1,NA,NA,travertine,
22.7,Kele15,Palagio travertine,NA,2.376,0.083,-6.232,0.131,FALSE,0.562,FALSE,9.802,0.099,1,NA,NA,travertine,
22.7,Kele15,Palagio travertine,NA,2.52,0.083,-6.043,0.131,FALSE,0.561,FALSE,10.134,0.099,1,NA,NA,travertine,
22.7,Kele15,Palagio travertine,NA,2.402,0.083,-6.28,0.131,FALSE,0.561,FALSE,9.745,0.099,1,NA,NA,travertine,
22.7,Kele15,Palagio travertine,NA,2.516,0.083,-6.054,0.131,FALSE,0.56,FALSE,10.118,0.099,1,NA,NA,travertine,
22.7,Kele15,Palagio travertine,NA,2.522,0.083,-5.963,0.131,FALSE,0.534,FALSE,10.194,0.099,1,NA,NA,travertine,
22.7,Kele15,Palagio travertine,NA,2.478,0.083,-6.093,0.131,FALSE,0.61,FALSE,10.09,0.099,1,NA,NA,travertine,
23.5,Caldarescu21,M5_134_144,NA,0.66,0.01,-2.84,0.02,FALSE,0.564273322,FALSE,16.076,0.038,1,NA,NA,bivalve,M5_134
23.5,Caldarescu21,M5_134_144,NA,0.68,0.01,-2.78,0.02,FALSE,0.617035216,FALSE,16.186,0.038,1,NA,NA,bivalve,M5_134
23.5,Caldarescu21,M5_134_144,NA,0.6,0.01,-2.86,0.02,FALSE,0.544495372,FALSE,15.968,0.038,1,NA,NA,bivalve,M5_135
23.5,Caldarescu21,M5_134_144,NA,0.62,0.01,-2.78,0.02,FALSE,0.536004774,FALSE,16.045,0.038,1,NA,NA,bivalve,M5_135
23.5,Caldarescu21,M5_134_144,NA,0.42,0.01,-2.64,0.02,FALSE,0.567103792,FALSE,16.048,0.038,1,NA,NA,bivalve,M5_136
23.5,Caldarescu21,M5_134_144,NA,0.44,0.01,-2.65,0.02,FALSE,0.561451222,FALSE,16.032,0.038,1,NA,NA,bivalve,M5_136
23.5,Caldarescu21,M5_134_144,NA,0.41,0.01,-2.62,0.02,FALSE,0.618934907,FALSE,16.058,0.038,1,NA,NA,bivalve,M5_136
23.5,Caldarescu21,M5_134_144,NA,0.6,0.01,-2.36,0.02,FALSE,0.554800326,FALSE,16.497,0.038,1,NA,NA,bivalve,M5_137
23.5,Caldarescu21,M5_134_144,NA,0.53,0.01,-2.4,0.02,FALSE,0.573660983,FALSE,16.389,0.038,1,NA,NA,bivalve,M5_137
23.5,Caldarescu21,M5_134_144,NA,0.52,0.01,-2.49,0.02,FALSE,0.575561721,FALSE,16.252,0.038,1,NA,NA,bivalve,M5_137
23.5,Caldarescu21,M5_134_144,NA,0.53,0.01,-2.02,0.03,FALSE,0.610380367,FALSE,16.685,0.038,1,NA,NA,bivalve,M5_138
23.5,Caldarescu21,M5_134_144,NA,0.47,0.01,-2.22,0.02,FALSE,0.634896849,FALSE,16.565,0.038,1,NA,NA,bivalve,M5_138
23.5,Caldarescu21,M5_134_144,NA,0.5,0.01,-2.24,0.02,FALSE,0.584954381,FALSE,16.522,0.038,1,NA,NA,bivalve,M5_138
23.5,Caldarescu21,M5_134_144,NA,0.5,0.01,-2.07,0.03,FALSE,0.658447559,FALSE,16.646,0.038,1,NA,NA,bivalve,M5_139
23.5,Caldarescu21,M5_134_144,NA,0.46,0.01,-2.21,0.02,FALSE,0.610396643,FALSE,16.545,0.038,1,NA,NA,bivalve,M5_139
23.5,Caldarescu21,M5_134_144,NA,0.48,0.01,-2.33,0.02,FALSE,0.553870826,FALSE,16.386,0.038,1,NA,NA,bivalve,M5_139
23.5,Caldarescu21,M5_134_144,NA,0.52,0.01,-2.32,0.03,FALSE,0.576494244,FALSE,16.337,0.038,1,NA,NA,bivalve,M5_140
23.5,Caldarescu21,M5_134_144,NA,0.52,0.01,-2.28,0.02,FALSE,0.579301811,FALSE,16.506,0.038,1,NA,NA,bivalve,M5_140
23.5,Caldarescu21,M5_134_144,NA,0.56,0.01,-2.31,0.02,FALSE,0.614166264,FALSE,16.545,0.038,1,NA,NA,bivalve,M5_140
23.5,Caldarescu21,M5_134_144,NA,0.43,0.01,-1.99,0.03,FALSE,0.591542032,FALSE,16.601,0.038,1,NA,NA,bivalve,M5_141
23.5,Caldarescu21,M5_134_144,NA,0.4,0.01,-2.05,0.02,FALSE,0.585884812,FALSE,16.625,0.038,1,NA,NA,bivalve,M5_141
23.5,Caldarescu21,M5_134_144,NA,0.32,0.01,-2.34,0.02,FALSE,0.647177994,FALSE,16.308,0.038,1,NA,NA,bivalve,M5_141
23.5,Caldarescu21,M5_134_144,NA,0.34,0.01,-2.02,0.03,FALSE,0.594382036,FALSE,16.491,0.038,1,NA,NA,bivalve,M5_142
23.5,Caldarescu21,M5_134_144,NA,0.28,0.01,-2.14,0.02,FALSE,0.577425604,FALSE,16.432,0.038,1,NA,NA,bivalve,M5_142
23.5,Caldarescu21,M5_134_144,NA,0.33,0.01,-2.03,0.02,FALSE,0.613217929,FALSE,16.596,0.038,1,NA,NA,bivalve,M5_142
23.5,Caldarescu21,M5_134_144,NA,0.37,0.02,-2,0.03,FALSE,0.576471108,FALSE,16.536,0.038,1,NA,NA,bivalve,M5_143
23.5,Caldarescu21,M5_134_144,NA,0.36,0.01,-2.13,0.02,FALSE,0.608517995,FALSE,16.492,0.038,1,NA,NA,bivalve,M5_143
23.5,Caldarescu21,M5_134_144,NA,0.34,0.01,-1.95,0.02,FALSE,0.601899187,FALSE,16.681,0.038,1,NA,NA,bivalve,M5_143
23.5,Caldarescu21,M5_134_144,NA,0.4,0.01,-1.91,0.04,FALSE,0.577401074,FALSE,16.643,0.038,1,NA,NA,bivalve,M5_144
23.5,Caldarescu21,M5_134_144,NA,0.42,0.01,-1.89,0.02,FALSE,0.648059363,FALSE,16.833,0.038,1,NA,NA,bivalve,M5_144
23.5,Caldarescu21,M5_134_144,NA,0.44,0.01,-1.9,0.02,FALSE,0.600939576,FALSE,16.829,0.038,1,NA,NA,bivalve,M5_144
25,Caldarescu21,M5_153_161,NA,0.32,0.01,-2.7,0.02,FALSE,0.629314616,FALSE,15.944,0.038,1,NA,NA,bivalve,M5_153
25,Caldarescu21,M5_153_161,NA,0.3,0.01,-2.63,0.01,FALSE,0.61046419,FALSE,15.964,0.038,1,NA,NA,bivalve,M5_153
25,Caldarescu21,M5_153_161,NA,0.17,0.01,-2.71,0.02,FALSE,0.582217964,FALSE,15.741,0.038,1,NA,NA,bivalve,M5_154
25,Caldarescu21,M5_153_161,NA,0.21,0.01,-2.78,0.01,FALSE,0.581281372,FALSE,15.691,0.038,1,NA,NA,bivalve,M5_154
25,Caldarescu21,M5_153_161,NA,0.23,0.01,-2.9,0.02,FALSE,0.608624604,FALSE,15.575,0.038,1,NA,NA,bivalve,M5_154
25,Caldarescu21,M5_153_161,NA,0.18,0.01,-2.96,0.02,FALSE,0.572823327,FALSE,15.488,0.038,1,NA,NA,bivalve,M5_155
25,Caldarescu21,M5_153_161,NA,0.19,0.01,-3.01,0.02,FALSE,0.558695854,FALSE,15.414,0.038,1,NA,NA,bivalve,M5_155
25,Caldarescu21,M5_153_161,NA,0.22,0.01,-2.98,0.02,FALSE,0.583185946,FALSE,15.521,0.038,1,NA,NA,bivalve,M5_156
25,Caldarescu21,M5_153_161,NA,0.24,0.01,-3.06,0.02,FALSE,0.55021572,FALSE,15.401,0.038,1,NA,NA,bivalve,M5_156
25,Caldarescu21,M5_153_161,NA,0.24,0.01,-2.74,0.02,FALSE,0.523790944,FALSE,15.723,0.038,1,NA,NA,bivalve,M5_157
25,Caldarescu21,M5_153_161,NA,0.24,0.01,-2.68,0.01,FALSE,0.577497452,FALSE,15.814,0.038,1,NA,NA,bivalve,M5_157
25,Caldarescu21,M5_153_161,NA,0.22,0.01,-2.87,0.02,FALSE,0.580352569,FALSE,15.574,0.038,1,NA,NA,bivalve,M5_157
25,Caldarescu21,M5_153_161,NA,-0.05,0.01,-2.36,0.03,FALSE,0.625545809,FALSE,15.937,0.038,1,NA,NA,bivalve,M5_158
25,Caldarescu21,M5_153_161,NA,-0.05,0.01,-2.36,0.01,FALSE,0.599165792,FALSE,15.874,0.038,1,NA,NA,bivalve,M5_158
25,Caldarescu21,M5_153_161,NA,-0.06,0.01,-2.52,0.01,FALSE,0.609555616,FALSE,15.673,0.038,1,NA,NA,bivalve,M5_158
25,Caldarescu21,M5_153_161,NA,-0.07,0.01,-2.54,0.01,FALSE,0.617096833,FALSE,15.656,0.038,1,NA,NA,bivalve,M5_158
25,Caldarescu21,M5_153_161,NA,-0.02,0.01,-2.55,0.02,FALSE,0.579393074,FALSE,15.721,0.038,1,NA,NA,bivalve,M5_159
25,Caldarescu21,M5_153_161,NA,-0.06,0.01,-2.64,0.02,FALSE,0.549258667,FALSE,15.527,0.038,1,NA,NA,bivalve,M5_159
25,Caldarescu21,M5_153_161,NA,-0.06,0.01,-2.69,0.02,FALSE,0.628421853,FALSE,15.517,0.038,1,NA,NA,bivalve,M5_159
25,Caldarescu21,M5_153_161,NA,-0.05,0.01,-2.83,0.02,FALSE,0.593557052,FALSE,15.481,0.038,1,NA,NA,bivalve,M5_160
25,Caldarescu21,M5_153_161,NA,-0.13,0.01,-2.94,0.02,FALSE,0.635991786,FALSE,15.253,0.038,1,NA,NA,bivalve,M5_160
25,Caldarescu21,M5_153_161,NA,-0.04,0.01,-3.05,0.03,FALSE,0.552146685,FALSE,15.004,0.038,1,NA,NA,bivalve,M5_161
25,Caldarescu21,M5_153_161,NA,-0.03,0.01,-3.07,0.02,FALSE,0.595478018,FALSE,15.17,0.038,1,NA,NA,bivalve,M5_161
25,Caldarescu21,M5_153_161,NA,0,0.01,-3.11,0.02,FALSE,0.542713218,FALSE,15.085,0.038,1,NA,NA,bivalve,M5_161
27,Caldarescu21,M5_123_133,NA,0.43,0.01,-3.48,0.03,FALSE,0.56345229,FALSE,15.032,0.038,1,NA,NA,bivalve,M5_123
27,Caldarescu21,M5_123_133,NA,0.42,0.01,-3.53,0.02,FALSE,0.565330241,FALSE,15.091,0.038,1,NA,NA,bivalve,M5_123
27,Caldarescu21,M5_123_133,NA,0.47,0.01,-3.58,0.02,FALSE,0.58700486,FALSE,15.097,0.038,1,NA,NA,bivalve,M5_123
27,Caldarescu21,M5_123_133,NA,0.41,0.02,-3.48,0.03,FALSE,0.569107651,FALSE,15.024,0.038,1,NA,NA,bivalve,M5_124
27,Caldarescu21,M5_123_133,NA,0.4,0.01,-3.6,0.02,FALSE,0.619051979,FALSE,15.051,0.038,1,NA,NA,bivalve,M5_124
27,Caldarescu21,M5_123_133,NA,0.39,0.01,-3.57,0.02,FALSE,0.594551192,FALSE,15.036,0.038,1,NA,NA,bivalve,M5_124
27,Caldarescu21,M5_123_133,NA,0.28,0.02,-3.51,0.03,FALSE,0.571011062,FALSE,14.864,0.038,1,NA,NA,bivalve,M5_125
27,Caldarescu21,M5_123_133,NA,0.29,0.01,-3.49,0.02,FALSE,0.552151917,FALSE,14.959,0.038,1,NA,NA,bivalve,M5_125
27,Caldarescu21,M5_123_133,NA,0.47,0.01,-3.5,0.03,FALSE,0.550258504,FALSE,15.033,0.038,1,NA,NA,bivalve,M5_126
27,Caldarescu21,M5_123_133,NA,0.45,0.01,-3.55,0.02,FALSE,0.666160257,FALSE,15.154,0.038,1,NA,NA,bivalve,M5_126
27,Caldarescu21,M5_123_133,NA,0.45,0.01,-3.54,0.02,FALSE,0.5728689,FALSE,15.096,0.038,1,NA,NA,bivalve,M5_126
27,Caldarescu21,M5_123_133,NA,0.54,0.02,-3.53,0.04,FALSE,0.562505119,FALSE,15.073,0.038,1,NA,NA,bivalve,M5_127
27,Caldarescu21,M5_123_133,NA,0.56,0.01,-3.53,0.02,FALSE,0.578509612,FALSE,15.214,0.038,1,NA,NA,bivalve,M5_127
27,Caldarescu21,M5_123_133,NA,0.64,0.02,-3.7,0.04,FALSE,0.570995251,FALSE,15,0.038,1,NA,NA,bivalve,M5_128
27,Caldarescu21,M5_123_133,NA,0.46,0.01,-3.46,0.02,FALSE,0.631281969,FALSE,15.234,0.038,1,NA,NA,bivalve,M5_128
27,Caldarescu21,M5_123_133,NA,0.64,0.01,-3.7,0.02,FALSE,0.565327684,FALSE,15.113,0.038,1,NA,NA,bivalve,M5_128
27,Caldarescu21,M5_123_133,NA,0.37,0.01,-3.62,0.03,FALSE,0.616245691,FALSE,14.871,0.038,1,NA,NA,bivalve,M5_129
27,Caldarescu21,M5_123_133,NA,0.57,0.01,-3.73,0.03,FALSE,0.63601248,FALSE,15.075,0.038,1,NA,NA,bivalve,M5_129
27,Caldarescu21,M5_123_133,NA,0.52,0.01,-3.76,0.02,FALSE,0.59644414,FALSE,14.966,0.038,1,NA,NA,bivalve,M5_129
27,Caldarescu21,M5_123_133,NA,0.55,0.02,-3.5,0.04,FALSE,0.556846271,FALSE,15.111,0.038,1,NA,NA,bivalve,M5_130
27,Caldarescu21,M5_123_133,NA,0.55,0.01,-3.56,0.02,FALSE,0.538937087,FALSE,15.141,0.038,1,NA,NA,bivalve,M5_130
27,Caldarescu21,M5_123_133,NA,0.68,0.02,-3.58,0.03,FALSE,0.591705957,FALSE,15.191,0.038,1,NA,NA,bivalve,M5_131
27,Caldarescu21,M5_123_133,NA,0.71,0.01,-3.42,0.02,FALSE,0.603914904,FALSE,15.555,0.038,1,NA,NA,bivalve,M5_132
27,Caldarescu21,M5_123_133,NA,0.67,0.01,-3.46,0.02,FALSE,0.524772528,FALSE,15.386,0.038,1,NA,NA,bivalve,M5_132
27,Caldarescu21,M5_123_133,NA,0.71,0.01,-3.54,0.01,FALSE,0.555879219,FALSE,15.323,0.038,1,NA,NA,bivalve,M5_132
27,Caldarescu21,M5_123_133,NA,0.77,0.01,-3.34,0.01,FALSE,0.587880184,FALSE,15.674,0.038,1,NA,NA,bivalve,M5_133
27,Caldarescu21,M5_123_133,NA,0.79,0.01,-3.38,0.02,FALSE,0.548307194,FALSE,15.605,0.038,1,NA,NA,bivalve,M5_133
27.5,Caldarescu21,M5_162_170,NA,0.11,0.02,-3.18,0.03,FALSE,0.558742242,FALSE,15.015,0.038,1,NA,NA,bivalve,M5_162
27.5,Caldarescu21,M5_162_170,NA,0.08,0.01,-3.36,0.02,FALSE,0.641677025,FALSE,14.988,0.038,1,NA,NA,bivalve,M5_162
27.5,Caldarescu21,M5_162_170,NA,0.15,0.01,-3.31,0.02,FALSE,0.562508607,FALSE,15.043,0.038,1,NA,NA,bivalve,M5_162
27.5,Caldarescu21,M5_162_170,NA,0.22,0.02,-2.43,0.03,FALSE,0.586907784,FALSE,15.932,0.038,1,NA,NA,bivalve,M5_163
27.5,Caldarescu21,M5_162_170,NA,0.09,0.01,-3.3,0.02,FALSE,0.604919508,FALSE,15.02,0.038,1,NA,NA,bivalve,M5_163
27.5,Caldarescu21,M5_162_170,NA,0.04,0.01,-3.37,0.02,FALSE,0.483375299,FALSE,14.796,0.038,1,NA,NA,bivalve,M5_163
27.5,Caldarescu21,M5_162_170,NA,0.05,0.01,-3.36,0.03,FALSE,0.538039093,FALSE,14.759,0.038,1,NA,NA,bivalve,M5_164
27.5,Caldarescu21,M5_162_170,NA,0.07,0.01,-3.31,0.02,FALSE,0.5879611,FALSE,14.978,0.038,1,NA,NA,bivalve,M5_164
27.5,Caldarescu21,M5_162_170,NA,0.07,0.01,-3.31,0.01,FALSE,0.549326562,FALSE,14.943,0.038,1,NA,NA,bivalve,M5_164
27.5,Caldarescu21,M5_162_170,NA,0.01,0.02,-3.33,0.03,FALSE,0.579502357,FALSE,14.781,0.038,1,NA,NA,bivalve,M5_165
27.5,Caldarescu21,M5_162_170,NA,0.02,0.01,-3.31,0.02,FALSE,0.641679001,FALSE,14.971,0.038,1,NA,NA,bivalve,M5_165
27.5,Caldarescu21,M5_162_170,NA,0.07,0.01,-3.29,0.02,FALSE,0.590784711,FALSE,15.009,0.038,1,NA,NA,bivalve,M5_165
27.5,Caldarescu21,M5_162_170,NA,0.02,0.02,-3.58,0.03,FALSE,0.547490929,FALSE,14.52,0.038,1,NA,NA,bivalve,M5_166
27.5,Caldarescu21,M5_162_170,NA,-0.01,0.01,-3.65,0.02,FALSE,0.581416464,FALSE,14.529,0.038,1,NA,NA,bivalve,M5_166
27.5,Caldarescu21,M5_162_170,NA,0.01,0.01,-3.61,0.02,FALSE,0.594600021,FALSE,14.616,0.038,1,NA,NA,bivalve,M5_166
27.5,Caldarescu21,M5_162_170,NA,0.09,0.01,-3.54,0.03,FALSE,0.589882182,FALSE,14.666,0.038,1,NA,NA,bivalve,M5_167
27.5,Caldarescu21,M5_162_170,NA,0.11,0.01,-3.52,0.02,FALSE,0.59174688,FALSE,14.839,0.038,1,NA,NA,bivalve,M5_167
27.5,Caldarescu21,M5_162_170,NA,0.08,0.02,-3.3,0.03,FALSE,0.602103802,FALSE,14.921,0.038,1,NA,NA,bivalve,M5_168
27.5,Caldarescu21,M5_162_170,NA,0.05,0.01,-3.38,0.02,FALSE,0.570065983,FALSE,14.887,0.038,1,NA,NA,bivalve,M5_168
27.5,Caldarescu21,M5_162_170,NA,0.07,0.01,-3.41,0.02,FALSE,0.556875684,FALSE,14.858,0.038,1,NA,NA,bivalve,M5_168
27.5,Caldarescu21,M5_162_170,NA,0.08,0.02,-3.32,0.03,FALSE,0.559704062,FALSE,14.848,0.038,1,NA,NA,bivalve,M5_169
27.5,Caldarescu21,M5_162_170,NA,0.05,0.01,-3.34,0.02,FALSE,0.579483988,FALSE,14.939,0.038,1,NA,NA,bivalve,M5_169
27.5,Caldarescu21,M5_162_170,NA,0.11,0.01,-3.32,0.02,FALSE,0.673706705,FALSE,15.092,0.038,1,NA,NA,bivalve,M5_169
27.5,Caldarescu21,M5_162_170,NA,0.07,0.01,-3.33,0.03,FALSE,0.639802445,FALSE,14.9,0.038,1,NA,NA,bivalve,M5_170
27.5,Caldarescu21,M5_162_170,NA,0.03,0.01,-3.46,0.02,FALSE,0.572904708,FALSE,14.788,0.038,1,NA,NA,bivalve,M5_170
28,Caldarescu21,M5_115_122,NA,0.24,0.01,-3.73,0.02,FALSE,0.602117288,FALSE,14.805,0.038,1,NA,NA,bivalve,M5_115
28,Caldarescu21,M5_115_122,NA,-0.01,0.01,-4.32,0.02,FALSE,0.567358049,FALSE,13.861,0.038,1,NA,NA,bivalve,M5_115
28,Caldarescu21,M5_115_122,NA,0.02,0.01,-4.24,0.02,FALSE,0.580538815,FALSE,13.972,0.038,1,NA,NA,bivalve,M5_115
28,Caldarescu21,M5_115_122,NA,-0.12,0.01,-4.56,0.02,FALSE,0.571168709,FALSE,13.508,0.038,1,NA,NA,bivalve,M5_116
28,Caldarescu21,M5_115_122,NA,-0.13,0.01,-4.61,0.02,FALSE,0.55515724,FALSE,13.427,0.038,1,NA,NA,bivalve,M5_116
28,Caldarescu21,M5_115_122,NA,-0.09,0.01,-4.55,0.02,FALSE,0.571169988,FALSE,13.497,0.038,1,NA,NA,bivalve,M5_116
28,Caldarescu21,M5_115_122,NA,-0.04,0.01,-4.63,0.02,FALSE,0.562688226,FALSE,13.498,0.038,1,NA,NA,bivalve,M5_117
28,Caldarescu21,M5_115_122,NA,-0.08,0.03,-4.73,0.03,FALSE,0.58720436,FALSE,13.381,0.038,1,NA,NA,bivalve,M5_117
28,Caldarescu21,M5_115_122,NA,-0.03,0.01,-4.56,0.02,FALSE,0.559855779,FALSE,13.543,0.038,1,NA,NA,bivalve,M5_117
28,Caldarescu21,M5_115_122,NA,-0.03,0.01,-4.09,0.02,FALSE,0.598429165,FALSE,14.104,0.038,1,NA,NA,bivalve,M5_118
28,Caldarescu21,M5_115_122,NA,-0.07,0.01,-4.21,0.01,FALSE,0.600334553,FALSE,13.927,0.038,1,NA,NA,bivalve,M5_118
28,Caldarescu21,M5_115_122,NA,-0.05,0.01,-4.28,0.02,FALSE,0.564536066,FALSE,13.816,0.038,1,NA,NA,bivalve,M5_118
28,Caldarescu21,M5_115_122,NA,0.13,0.01,-3.87,0.02,FALSE,0.561632818,FALSE,14.47,0.038,1,NA,NA,bivalve,M5_119
28,Caldarescu21,M5_115_122,NA,0.12,0.01,-3.81,0.02,FALSE,0.509803679,FALSE,14.443,0.038,1,NA,NA,bivalve,M5_119
28,Caldarescu21,M5_115_122,NA,0.11,0.01,-3.88,0.02,FALSE,0.549392597,FALSE,14.375,0.038,1,NA,NA,bivalve,M5_119
28,Caldarescu21,M5_115_122,NA,0.2,0.01,-3.94,0.03,FALSE,0.593687726,FALSE,14.357,0.038,1,NA,NA,bivalve,M5_120
28,Caldarescu21,M5_115_122,NA,0.17,0.01,-4.06,0.02,FALSE,0.60217658,FALSE,14.295,0.038,1,NA,NA,bivalve,M5_120
28,Caldarescu21,M5_115_122,NA,0.17,0.01,-4.07,0.02,FALSE,0.546578286,FALSE,14.264,0.038,1,NA,NA,bivalve,M5_120
28,Caldarescu21,M5_115_122,NA,0.36,0.02,-3.76,0.03,FALSE,0.636051775,FALSE,14.737,0.038,1,NA,NA,bivalve,M5_121
28,Caldarescu21,M5_115_122,NA,0.31,0.01,-3.8,0.02,FALSE,0.570087142,FALSE,14.705,0.038,1,NA,NA,bivalve,M5_121
28,Caldarescu21,M5_115_122,NA,0.36,0.02,-3.7,0.03,FALSE,0.567255509,FALSE,14.743,0.038,1,NA,NA,bivalve,M5_122
28,Caldarescu21,M5_115_122,NA,0.38,0.01,-3.69,0.02,FALSE,0.580431392,FALSE,14.896,0.038,1,NA,NA,bivalve,M5_122
28,Caldarescu21,M5_115_122,NA,0.39,0.01,-3.79,0.02,FALSE,0.561596545,FALSE,14.782,0.038,1,NA,NA,bivalve,M5_122
28,Caldarescu21,M5_171_175,NA,-0.04,0.01,-3.78,0.03,FALSE,0.643637752,FALSE,14.335,0.038,1,NA,NA,bivalve,M5_171
28,Caldarescu21,M5_171_175,NA,0.05,0.01,-3.86,0.02,FALSE,0.594623621,FALSE,14.413,0.038,1,NA,NA,bivalve,M5_171
28,Caldarescu21,M5_171_175,NA,0,0.01,-3.86,0.01,FALSE,0.555052724,FALSE,14.326,0.038,1,NA,NA,bivalve,M5_171
28,Caldarescu21,M5_171_175,NA,-0.1,0.01,-3.99,0.02,FALSE,0.588057013,FALSE,14.153,0.038,1,NA,NA,bivalve,M5_172
28,Caldarescu21,M5_171_175,NA,-0.08,0.01,-3.93,0.01,FALSE,0.579568392,FALSE,14.213,0.038,1,NA,NA,bivalve,M5_172
28,Caldarescu21,M5_171_175,NA,-0.06,0.01,-3.88,0.02,FALSE,0.551296124,FALSE,14.214,0.038,1,NA,NA,bivalve,M5_172
28,Caldarescu21,M5_171_175,NA,-0.01,0.01,-3.86,0.02,FALSE,0.594627225,FALSE,14.382,0.038,1,NA,NA,bivalve,M5_173
28,Caldarescu21,M5_171_175,NA,-0.04,0.01,-4.03,0.02,FALSE,0.577692534,FALSE,14.136,0.038,1,NA,NA,bivalve,M5_173
28,Caldarescu21,M5_171_175,NA,-0.04,0.01,-3.93,0.02,FALSE,0.547530225,FALSE,14.182,0.038,1,NA,NA,bivalve,M5_173
28,Caldarescu21,M5_171_175,NA,0.04,0.01,-3.87,0.02,FALSE,0.531491667,FALSE,14.334,0.038,1,NA,NA,bivalve,M5_174
28,Caldarescu21,M5_171_175,NA,0.01,0.01,-4.03,0.02,FALSE,0.546595376,FALSE,14.117,0.038,1,NA,NA,bivalve,M5_174
28,Caldarescu21,M5_171_175,NA,0.14,0.01,-3.93,0.02,FALSE,0.568234071,FALSE,14.432,0.038,1,NA,NA,bivalve,M5_175
28,Caldarescu21,M5_171_175,NA,0.18,0.01,-3.86,0.02,FALSE,0.546550849,FALSE,14.5,0.038,1,NA,NA,bivalve,M5_175
28,Caldarescu21,M5_171_175,NA,0.16,0.01,-4.02,0.02,FALSE,0.587096123,FALSE,14.312,0.038,1,NA,NA,bivalve,M5_175
47,Breitenbach18,NAICA1,NA,2.656,0.04,-11.858,0.079,FALSE,0.548,FALSE,-10.991,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1,NA,2.631,0.04,-11.834,0.079,FALSE,0.463,FALSE,-11.076,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1,NA,2.587,0.04,-11.94,0.079,FALSE,0.489,FALSE,-11.2,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1,NA,2.612,0.04,-11.961,0.079,FALSE,0.517,FALSE,-11.168,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1,NA,2.58,0.04,-11.987,0.079,FALSE,0.515,FALSE,-11.227,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1,NA,2.503,0.04,-12.116,0.079,FALSE,0.565,FALSE,-11.383,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1,NA,2.63,0.04,-11.934,0.079,FALSE,0.583,FALSE,-11.059,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1-S103,NA,2.618,0.04,-11.946,0.079,FALSE,0.519,FALSE,-11.147,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1-S103,NA,2.606,0.04,-11.95,0.079,FALSE,0.535,FALSE,-11.146,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1-S103,NA,2.593,0.04,-12.012,0.079,FALSE,0.534,FALSE,-11.222,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1,NA,2.552,0.04,-12.103,0.079,FALSE,0.56,FALSE,-11.328,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1,NA,2.621,0.04,-11.95,0.079,FALSE,0.536,FALSE,-11.13,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1,NA,2.594,0.04,-11.938,0.079,FALSE,0.578,FALSE,-11.102,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA1,NA,2.552,0.04,-12.103,0.079,FALSE,0.56,FALSE,-11.328,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA 1,NA,2.535,0.04,-12.033,0.079,FALSE,0.492,FALSE,-11.17,0.035,1,NA,NA,cave deposit,
47,Breitenbach18,NAICA 1,NA,2.56,0.04,-11.965,0.079,FALSE,0.542,FALSE,-11.028,0.035,1,NA,NA,cave deposit,
70.9,Kele15,SZ 2/2 travertine,NA,2.917,0.146,-20.474,0.406,FALSE,0.463,FALSE,-4.481,0.038,1,NA,NA,travertine,
70.9,Kele15,SZ 2/2 travertine,NA,2.867,0.146,-20.634,0.406,FALSE,0.471,FALSE,-4.688,0.038,1,NA,NA,travertine,
70.9,Kele15,SZ 2/2 travertine,NA,2.917,0.146,-20.494,0.406,FALSE,0.464,FALSE,-4.501,0.038,1,NA,NA,travertine,
70.9,Kele15,SZ 2/2 travertine,NA,2.842,0.146,-20.69,0.406,FALSE,0.492,FALSE,-4.75,0.038,1,NA,NA,travertine,
70.9,Kele15,SZ 2/2 travertine,NA,2.906,0.146,-20.483,0.406,FALSE,0.49,FALSE,-4.475,0.038,1,NA,NA,travertine,
70.9,Kele15,SZ 2/2 travertine,NA,2.809,0.146,-20.724,0.406,FALSE,0.501,FALSE,-4.808,0.038,1,NA,NA,travertine,
70.9,Kele15,SZ 2/2 travertine,NA,2.852,0.146,-20.652,0.406,FALSE,0.532,FALSE,-4.663,0.038,1,NA,NA,travertine,
70.9,Kele15,SZ 2/2 travertine,NA,2.914,0.146,-20.527,0.406,FALSE,0.537,FALSE,-4.47,0.038,1,NA,NA,travertine,
70.9,Kele15,SZ 2/2 travertine,NA,2.902,0.146,-20.527,0.406,FALSE,0.488,FALSE,-4.527,0.038,1,NA,NA,travertine,
